teamName,season,sport,headCoach,stat,rank,value
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Assists Per Game,T-75,1.50
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Saves Per Game,245,3.70
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Fouls Per Game,199,10.05
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Shots on Goal Per Game,32,7.55
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Total Points,T-81,96
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Shots Per Game,46,15.65
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Total Assists,T-67,30
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Penalty Kicks,T-1,1.000
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Corner Kicks Per Game,T-107,4.94
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Scoring Offense,55,1.94
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Shot Accuracy,226,0.439
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Total Goals,T-85,33
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Goals-Against Average,79,0.984
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Shutout Percentage,T-28,0.529
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Save Pct,213,0.746
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Won-Lost-Tied Percentage,89,0.618
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Points Per Game,58,5.47
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Assists Per Game,T-64,1.59
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Saves Per Game,309,2.94
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Fouls Per Game,T-318,12.29
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Shots on Goal Per Game,T-194,5.47
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Total Points,T-90,93
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Shots Per Game,171,12.47
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Total Assists,T-93,27
UNCW Seahawks,2019-20,Women's Soccer,Chris Neal,Penalty Kicks,T-1,1.000
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Corner Kicks Per Game,268,3.38
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Scoring Offense,147,1.44
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Shot Accuracy,162,0.464
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Total Goals,T-198,23
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Goals-Against Average,302,2.151
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Shutout Percentage,271,0.188
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Save Pct,304,0.685
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Won-Lost-Tied Percentage,272,0.313
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Points Per Game,134,4.13
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Assists Per Game,T-127,1.25
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Saves Per Game,126,4.75
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Fouls Per Game,95,8.50
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Shots on Goal Per Game,174,5.69
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Total Points,T-196,66
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Shots Per Game,183,12.25
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Total Assists,T-170,20
UNI Panthers,2019-20,Women's Soccer,Bruce Erickson,Penalty Kicks,T-235,0.333
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Corner Kicks Per Game,T-136,4.60
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Scoring Offense,246,1.00
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Shot Accuracy,274,0.421
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Total Goals,T-223,20
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Goals-Against Average,296,2.105
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Shutout Percentage,T-266,0.200
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Save Pct,T-243,0.730
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Won-Lost-Tied Percentage,268,0.325
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Points Per Game,262,2.55
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Assists Per Game,T-288,0.55
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Saves Per Game,T-59,5.55
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Fouls Per Game,29,7.05
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Shots on Goal Per Game,130,6.10
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Total Points,T-242,51
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Shots Per Game,83,14.50
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Total Assists,T-277,11
UNLV Lady Rebels,2019-20,Women's Soccer,Chris Shaw,Penalty Kicks,T-1,1.000
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Corner Kicks Per Game,193,4.19
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Scoring Offense,T-270,0.88
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Shot Accuracy,334,0.361
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Total Goals,285,14
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Goals-Against Average,301,2.147
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Shutout Percentage,T-271,0.188
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Save Pct,170,0.766
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Won-Lost-Tied Percentage,308,0.219
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Points Per Game,284,2.19
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Assists Per Game,T-308,0.44
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Saves Per Game,9,7.38
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Fouls Per Game,11,6.44
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Shots on Goal Per Game,321,3.56
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Total Points,298,35
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Shots Per Game,277,9.88
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Total Assists,T-309,7
USC Upstate Spartans,2019-20,Women's Soccer,Tyson John,Penalty Kicks,T-245,0.000
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Corner Kicks Per Game,100,5.05
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Scoring Offense,T-82,1.74
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Shot Accuracy,115,0.481
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Total Goals,T-85,33
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Goals-Against Average,244,1.623
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Shutout Percentage,T-207,0.263
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Save Pct,166,0.769
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Won-Lost-Tied Percentage,T-131,0.553
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Points Per Game,101,4.68
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Assists Per Game,T-137,1.21
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Saves Per Game,T-73,5.42
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Fouls Per Game,193,9.95
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Shots on Goal Per Game,45,7.37
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Total Points,T-99,89
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Shots Per Game,56,15.32
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Total Assists,T-135,23
UT Martin Skyhawks,2019-20,Women's Soccer,Phil McNamara,Penalty Kicks,T-1,1.000
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Corner Kicks Per Game,T-259,3.50
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Scoring Offense,T-154,1.40
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Shot Accuracy,199,0.450
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Total Goals,T-133,28
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Goals-Against Average,137,1.199
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Shutout Percentage,T-92,0.400
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Save Pct,T-259,0.722
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Won-Lost-Tied Percentage,T-117,0.575
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Points Per Game,124,4.25
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Assists Per Game,82,1.45
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Saves Per Game,287,3.25
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Fouls Per Game,266,10.90
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Shots on Goal Per Game,161,5.80
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Total Points,T-116,85
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Shots Per Game,T-150,12.90
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Total Assists,T-71,29
UTEP Miners,2019-20,Women's Soccer,Kathryn  Balogun,Penalty Kicks,T-1,1.000
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Corner Kicks Per Game,159,4.45
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Scoring Offense,174,1.35
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Shot Accuracy,242,0.435
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Total Goals,T-149,27
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Goals-Against Average,196,1.415
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Shutout Percentage,T-66,0.450
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Save Pct,177,0.760
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Won-Lost-Tied Percentage,T-155,0.525
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Points Per Game,199,3.40
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Assists Per Game,262,0.70
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Saves Per Game,T-212,3.95
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Fouls Per Game,10,6.35
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Shots on Goal Per Game,T-84,6.65
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Total Points,T-190,68
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Shots Per Game,57,15.30
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Total Assists,T-234,14
UTRGV Vaqueros,2019-20,Women's Soccer,Glad Bugariu,Penalty Kicks,T-1,1.000
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Corner Kicks Per Game,T-173,4.29
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Scoring Offense,151,1.41
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Shot Accuracy,136,0.472
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Total Goals,T-187,24
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Goals-Against Average,170,1.327
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Shutout Percentage,T-186,0.294
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Save Pct,264,0.720
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Won-Lost-Tied Percentage,T-160,0.500
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Points Per Game,T-135,4.12
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Assists Per Game,117,1.29
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Saves Per Game,269,3.47
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Fouls Per Game,175,9.76
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Shots on Goal Per Game,T-136,6.00
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Total Points,T-177,70
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Shots Per Game,159,12.71
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Total Assists,T-147,22
UTSA Roadrunners,2019-20,Women's Soccer,Derek Pittman,Penalty Kicks,T-245,0.000
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Corner Kicks Per Game,141,4.58
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Scoring Offense,T-227,1.11
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Shot Accuracy,42,0.512
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Total Goals,212,21
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Goals-Against Average,60,0.913
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Shutout Percentage,T-166,0.316
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Save Pct,32,0.836
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Won-Lost-Tied Percentage,191,0.447
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Points Per Game,234,2.95
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Assists Per Game,246,0.74
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Saves Per Game,116,4.84
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Fouls Per Game,105,8.68
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Shots on Goal Per Game,96,6.53
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Total Points,219,56
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Shots Per Game,157,12.74
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Total Assists,234,14
Utah St. Aggies,2019-20,Women's Soccer,Heather Cairns,Penalty Kicks,T-245,0.000
Utah Utes,2019-20,Women's Soccer,Rich Manning,Corner Kicks Per Game,T-118,4.76
Utah Utes,2019-20,Women's Soccer,Rich Manning,Scoring Offense,273,0.86
Utah Utes,2019-20,Women's Soccer,Rich Manning,Shot Accuracy,200,0.448
Utah Utes,2019-20,Women's Soccer,Rich Manning,Total Goals,T-243,18
Utah Utes,2019-20,Women's Soccer,Rich Manning,Goals-Against Average,159,1.265
Utah Utes,2019-20,Women's Soccer,Rich Manning,Shutout Percentage,T-48,0.476
Utah Utes,2019-20,Women's Soccer,Rich Manning,Save Pct,110,0.793
Utah Utes,2019-20,Women's Soccer,Rich Manning,Won-Lost-Tied Percentage,178,0.476
Utah Utes,2019-20,Women's Soccer,Rich Manning,Points Per Game,271,2.43
Utah Utes,2019-20,Women's Soccer,Rich Manning,Assists Per Game,259,0.71
Utah Utes,2019-20,Women's Soccer,Rich Manning,Saves Per Game,T-95,5.10
Utah Utes,2019-20,Women's Soccer,Rich Manning,Fouls Per Game,37,7.33
Utah Utes,2019-20,Women's Soccer,Rich Manning,Shots on Goal Per Game,204,5.38
Utah Utes,2019-20,Women's Soccer,Rich Manning,Total Points,242,51
Utah Utes,2019-20,Women's Soccer,Rich Manning,Shots Per Game,193,12.00
Utah Utes,2019-20,Women's Soccer,Rich Manning,Total Assists,221,15
Utah Utes,2019-20,Women's Soccer,Rich Manning,Penalty Kicks,T-197,0.500
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Corner Kicks Per Game,T-169,4.33
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Scoring Offense,T-58,1.90
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Shot Accuracy,57,0.505
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Total Goals,T-50,40
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Goals-Against Average,186,1.372
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Shutout Percentage,T-144,0.333
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Save Pct,224,0.741
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Won-Lost-Tied Percentage,140,0.548
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Points Per Game,60,5.43
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Assists Per Game,61,1.62
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Saves Per Game,231,3.81
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Fouls Per Game,147,9.38
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Shots on Goal Per Game,56,7.00
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Total Points,52,114
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Shots Per Game,109,13.86
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Total Assists,54,34
Utah Valley Wolverines,2019-20,Women's Soccer,Chris Lemay,Penalty Kicks,T-1,1.000
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Corner Kicks Per Game,15,6.78
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Scoring Offense,54,1.94
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Shot Accuracy,289,0.414
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Total Goals,T-74,35
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Goals-Against Average,131,1.178
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Shutout Percentage,T-144,0.333
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Save Pct,267,0.718
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Won-Lost-Tied Percentage,T-105,0.583
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Points Per Game,72,5.22
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Assists Per Game,T-109,1.33
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Saves Per Game,299,3.11
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Fouls Per Game,151,9.44
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Shots on Goal Per Game,T-35,7.50
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Total Points,87,94
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Shots Per Game,9,18.11
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Total Assists,T-125,24
VCU Rams,2019-20,Women's Soccer,Lindsey Martin,Penalty Kicks,T-163,0.667
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Corner Kicks Per Game,272,3.32
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Scoring Offense,T-332,0.32
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Shot Accuracy,247,0.431
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Total Goals,T-330,6
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Goals-Against Average,259,1.735
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Shutout Percentage,T-286,0.158
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Save Pct,184,0.758
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Won-Lost-Tied Percentage,328,0.105
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Points Per Game,T-333,0.74
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Assists Per Game,T-334,0.11
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Saves Per Game,86,5.26
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Fouls Per Game,172,9.74
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Shots on Goal Per Game,T-249,4.79
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Total Points,T-332,14
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Shots Per Game,T-231,11.11
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Total Assists,T-333,2
VMI ,2019-20,Women's Soccer,Chris Haught-Thompson,Penalty Kicks,T-245,0.000
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Corner Kicks Per Game,265,3.39
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Scoring Offense,T-322,0.56
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Shot Accuracy,283,0.416
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Total Goals,320,10
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Goals-Against Average,266,1.778
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Shutout Percentage,311,0.111
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Save Pct,299,0.690
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Won-Lost-Tied Percentage,325,0.139
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Points Per Game,321,1.50
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Assists Per Game,T-312,0.39
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Saves Per Game,228,3.83
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Fouls Per Game,253,10.72
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Shots on Goal Per Game,322,3.56
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Total Points,320,27
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Shots Per Game,309,8.56
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Total Assists,T-309,7
Valparaiso Crusaders,2019-20,Women's Soccer,John Marovich,Penalty Kicks,T-245,0.000
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Corner Kicks Per Game,19,6.52
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Scoring Offense,T-87,1.71
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Shot Accuracy,232,0.438
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Total Goals,T-68,36
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Goals-Against Average,17,0.599
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Shutout Percentage,35,0.524
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Save Pct,41,0.829
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Won-Lost-Tied Percentage,42,0.714
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Points Per Game,74,5.19
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Assists Per Game,41,1.76
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Saves Per Game,307,3.00
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Fouls Per Game,123,8.95
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Shots on Goal Per Game,121,6.24
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Total Points,T-61,109
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Shots Per Game,95,14.24
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Total Assists,38,37
Vanderbilt Commodores,2019-20,Women's Soccer,Darren Ambrose,Penalty Kicks,T-197,0.500
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Corner Kicks Per Game,T-268,3.38
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Scoring Offense,283,0.81
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Shot Accuracy,159,0.465
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Total Goals,T-294,13
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Goals-Against Average,198,1.432
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Shutout Percentage,T-222,0.250
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Save Pct,112,0.791
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Won-Lost-Tied Percentage,282,0.281
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Points Per Game,T-284,2.19
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Assists Per Game,T-285,0.56
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Saves Per Game,49,5.69
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Fouls Per Game,240,10.50
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Shots on Goal Per Game,166,5.75
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Total Points,T-298,35
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Shots Per Game,174,12.38
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Total Assists,T-290,9
Vermont Catamounts,2019-20,Women's Soccer,Kristi Huizenga,Penalty Kicks,T-245,0.000
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Corner Kicks Per Game,109,4.90
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Scoring Offense,T-174,1.35
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Shot Accuracy,214,0.444
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Total Goals,T-149,27
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Goals-Against Average,176,1.347
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Shutout Percentage,T-92,0.400
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Save Pct,190,0.754
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Won-Lost-Tied Percentage,T-117,0.575
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Points Per Game,T-167,3.85
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Assists Per Game,153,1.15
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Saves Per Game,168,4.30
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Fouls Per Game,115,8.85
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Shots on Goal Per Game,T-211,5.30
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Total Points,T-145,77
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Shots Per Game,196,11.95
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Total Assists,T-135,23
Villanova Wildcats,2019-20,Women's Soccer,Chris McLain,Penalty Kicks,T-245,0.000
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Corner Kicks Per Game,43,5.82
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Scoring Offense,4,2.86
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Shot Accuracy,130,0.476
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Total Goals,5,63
